datetime,GHI,DNI,Dew Point,Solar Generation (kW)
2020-02-28 15:15:00,118,0,-8.1,0.0
2020-02-28 15:30:00,150,29,-8.1,57.42247886283918
2020-02-28 15:45:00,99,0,-7.6,0.0
2020-02-28 16:00:00,169,205,-7.6,426.00213975307753
2020-02-28 16:15:00,141,202,-7.6,426.930099069363
2020-02-28 16:30:00,102,129,-7.6,276.025860095248
2020-02-28 16:45:00,76,123,-7.4,265.26263894027034
2020-02-28 17:00:00,47,67,-7.4,144.9918446055105
2020-02-28 17:15:00,48,384,-7.4,830.2291275931633
2020-02-28 17:30:00,6,0,-7.4,0.0
2020-02-28 17:45:00,0,0,-7.4,0.0
2020-02-28 18:00:00,0,0,-7.4,0.0
2020-02-28 18:15:00,0,0,-7.4,0.0
2020-02-28 18:30:00,0,0,-7.4,0.0
2020-02-28 18:45:00,0,0,-7.4,0.0
2020-02-28 19:00:00,0,0,-7.4,0.0
2020-02-28 19:15:00,0,0,-7.4,0.0
2020-02-28 19:30:00,0,0,-7.4,0.0
2020-02-28 19:45:00,0,0,-7.4,0.0
2020-02-28 20:00:00,0,0,-7.4,0.0
2020-02-28 20:15:00,0,0,-7.4,0.0
2020-02-28 20:30:00,0,0,-7.4,0.0
2020-02-28 20:45:00,0,0,-7.5,0.0
2020-02-28 21:00:00,0,0,-7.5,0.0
2020-02-28 21:15:00,0,0,-7.5,0.0
2020-02-28 21:30:00,0,0,-7.5,0.0
2020-02-28 21:45:00,0,0,-7.5,0.0
2020-02-28 22:00:00,0,0,-7.5,0.0
2020-02-28 22:15:00,0,0,-7.5,0.0
2020-02-28 22:30:00,0,0,-7.5,0.0
2020-02-28 22:45:00,0,0,-7.6,0.0
2020-02-28 23:00:00,0,0,-7.6,0.0
2020-02-28 23:15:00,0,0,-7.6,0.0
2020-02-28 23:30:00,0,0,-7.6,0.0
2020-02-28 23:45:00,0,0,-7.7,0.0
2020-03-01 00:00:00,0,0,-12.8,0.0
2020-03-01 00:15:00,0,0,-12.8,0.0
2020-03-01 00:30:00,0,0,-12.8,0.0
2020-03-01 00:45:00,0,0,-12.7,0.0
2020-03-01 01:00:00,0,0,-12.7,0.0
2020-03-01 01:15:00,0,0,-12.7,0.0
2020-03-01 01:30:00,0,0,-12.7,0.0
2020-03-01 01:45:00,0,0,-12.6,0.0
2020-03-01 02:00:00,0,0,-12.6,0.0
2020-03-01 02:15:00,0,0,-12.6,0.0
2020-03-01 02:30:00,0,0,-12.6,0.0
2020-03-01 02:45:00,0,0,-12.6,0.0
2020-03-01 03:00:00,0,0,-12.6,0.0
2020-03-01 03:15:00,0,0,-12.6,0.0
2020-03-01 03:30:00,0,0,-12.6,0.0
2020-03-01 03:45:00,0,0,-12.7,0.0
2020-03-01 04:00:00,0,0,-12.7,0.0
2020-03-01 04:15:00,0,0,-12.7,0.0
2020-03-01 04:30:00,0,0,-12.7,0.0
2020-03-01 04:45:00,0,0,-12.7,0.0
2020-03-01 05:00:00,0,0,-12.7,0.0
2020-03-01 05:15:00,0,0,-12.7,0.0
2020-03-01 05:30:00,0,0,-12.7,0.0
2020-03-01 05:45:00,0,0,-12.7,0.0
2020-03-01 06:00:00,0,0,-12.7,0.0
2020-03-01 06:15:00,0,0,-12.7,0.0
2020-03-01 06:30:00,0,0,-12.7,0.0
2020-03-01 06:45:00,16,0,-11.9,0.0
2020-03-01 07:00:00,34,21,-11.9,41.38454497147483
2020-03-01 07:15:00,63,89,-11.9,168.7604260198405
2020-03-01 07:30:00,101,186,-11.9,337.350146036151
2020-03-01 07:45:00,127,178,-11.4,306.8049495073859
2020-03-01 08:00:00,133,95,-11.4,154.49932805229733
2020-03-01 08:15:00,179,173,-11.4,263.3377016091783
2020-03-01 08:30:00,188,120,-11.4,169.40311834162893
2020-03-01 08:45:00,238,197,-11.2,255.1760621554646
2020-03-01 09:00:00,268,208,-11.2,244.09495568668953
2020-03-01 09:15:00,484,914,-11.2,956.8524170809735
2020-03-01 09:30:00,523,931,-11.2,852.7078871097847
2020-03-01 09:45:00,559,947,-11.0,739.7555806604138
2020-03-01 10:00:00,591,959,-11.0,616.8442344542697
2020-03-01 10:15:00,620,969,-11.0,487.0907519212069
2020-03-01 10:30:00,646,977,-11.0,351.8483396309803
2020-03-01 10:45:00,669,988,-10.5,213.60530414714032
2020-03-01 11:00:00,687,993,-10.5,70.99458433982879
2020-03-01 11:15:00,702,997,-10.5,73.14277780089802
2020-03-01 11:30:00,713,1000,-10.5,217.7536478364804
2020-03-01 11:45:00,720,1002,-10.0,361.780995374545
2020-03-01 12:00:00,723,1003,-10.0,504.17276508851296
2020-03-01 12:15:00,722,1003,-10.0,643.8906982830928
2020-03-01 12:30:00,717,1001,-10.0,779.1406758728059
2020-03-01 12:45:00,708,997,-9.4,908.5392338984651
2020-03-01 13:00:00,696,993,-9.4,1032.8468017386037
2020-03-01 13:15:00,679,988,-9.4,1150.4017828511494
2020-03-01 13:30:00,659,982,-9.4,1260.3778968680324
2020-03-01 13:45:00,635,975,-8.8,1362.0128706141472
2020-03-01 14:00:00,608,966,-8.8,1453.110739567173
2020-03-01 14:15:00,577,956,-8.8,1534.3591780296747
2020-03-01 14:30:00,543,943,-8.8,1601.8487763271855
2020-03-01 14:45:00,507,930,-8.3,1659.993065225303
2020-03-01 15:00:00,467,912,-8.3,1699.4258327347545
2020-03-01 15:15:00,425,892,-8.3,1724.8935468078423
2020-03-01 15:30:00,381,868,-8.3,1732.2088782798908
2020-03-01 15:45:00,335,843,-7.9,1727.1602021743681
2020-03-01 16:00:00,288,808,-7.9,1691.2165236831477
2020-03-01 16:15:00,240,765,-7.9,1628.099267947541
2020-03-01 16:30:00,191,713,-7.9,1535.8796986414989
2020-03-01 16:45:00,146,661,-7.9,1434.7684186221534
2020-03-01 17:00:00,99,573,-7.9,1247.7905503345953
2020-03-01 17:15:00,57,454,-7.9,987.5432070163056
2020-03-01 17:30:00,22,285,-7.9,616.5388536698073
2020-03-01 17:45:00,0,0,-8.4,0.0
2020-03-01 18:00:00,0,0,-8.4,0.0
2020-03-01 18:15:00,0,0,-8.4,0.0
2020-03-01 18:30:00,0,0,-8.4,0.0
2020-03-01 18:45:00,0,0,-8.4,0.0
2020-03-01 19:00:00,0,0,-9.0,0.0
2020-03-01 19:15:00,0,0,-9.0,0.0
2020-03-01 19:30:00,0,0,-9.0,0.0
2020-03-01 19:45:00,0,0,-9.6,0.0
2020-03-01 20:00:00,0,0,-9.6,0.0
2020-03-01 20:15:00,0,0,-9.6,0.0
2020-03-01 20:30:00,0,0,-9.6,0.0
2020-03-01 20:45:00,0,0,-10.1,0.0
2020-03-01 21:00:00,0,0,-10.1,0.0
2020-03-01 21:15:00,0,0,-10.1,0.0
2020-03-01 21:30:00,0,0,-10.1,0.0
2020-03-01 21:45:00,0,0,-10.2,0.0
2020-03-01 22:00:00,0,0,-10.2,0.0
2020-03-01 22:15:00,0,0,-10.2,0.0
2020-03-01 22:30:00,0,0,-10.2,0.0
2020-03-01 22:45:00,0,0,-9.8,0.0
2020-03-01 23:00:00,0,0,-9.8,0.0
2020-03-01 23:15:00,0,0,-9.8,0.0
2020-03-01 23:30:00,0,0,-9.8,0.0
2020-03-01 23:45:00,0,0,-8.8,0.0
2020-03-02 00:00:00,0,0,-8.8,0.0
2020-03-02 00:15:00,0,0,-8.8,0.0
2020-03-02 00:30:00,0,0,-8.8,0.0
2020-03-02 00:45:00,0,0,-7.800000000000001,0.0
2020-03-02 01:00:00,0,0,-7.800000000000001,0.0
2020-03-02 01:15:00,0,0,-7.800000000000001,0.0
2020-03-02 01:30:00,0,0,-7.800000000000001,0.0
2020-03-02 01:45:00,0,0,-7.0,0.0
2020-03-02 02:00:00,0,0,-7.0,0.0
2020-03-02 02:15:00,0,0,-7.0,0.0
2020-03-02 02:30:00,0,0,-7.0,0.0
2020-03-02 02:45:00,0,0,-6.800000000000001,0.0
2020-03-02 03:00:00,0,0,-6.800000000000001,0.0
2020-03-02 03:15:00,0,0,-6.800000000000001,0.0
2020-03-02 03:30:00,0,0,-6.800000000000001,0.0
2020-03-02 03:45:00,0,0,-6.6000000000000005,0.0
2020-03-02 04:00:00,0,0,-6.6000000000000005,0.0
2020-03-02 04:15:00,0,0,-6.6000000000000005,0.0
2020-03-02 04:30:00,0,0,-6.6000000000000005,0.0
2020-03-02 04:45:00,0,0,-6.4,0.0
2020-03-02 05:00:00,0,0,-6.4,0.0
2020-03-02 05:15:00,0,0,-6.4,0.0
2020-03-02 05:30:00,0,0,-6.4,0.0
2020-03-02 05:45:00,0,0,-6.1000000000000005,0.0
2020-03-02 06:00:00,0,0,-6.1000000000000005,0.0
2020-03-02 06:15:00,0,0,-6.1000000000000005,0.0
2020-03-02 06:30:00,0,0,-6.1000000000000005,0.0
2020-03-02 06:45:00,32,195,-4.7,396.93792938321076
2020-03-02 07:00:00,67,324,-4.7,638.0154527709396
2020-03-02 07:15:00,35,0,-4.7,0.0
2020-03-02 07:30:00,69,10,-4.7,18.11850268388804
2020-03-02 07:45:00,100,48,-2.8000000000000003,82.63613059289024
2020-03-02 08:00:00,118,43,-2.9000000000000004,69.8360592176065
2020-03-02 08:15:00,39,0,-2.9000000000000004,0.0
2020-03-02 08:30:00,135,14,-2.8000000000000003,19.727782317771467
2020-03-02 08:45:00,96,0,-0.7000000000000001,0.0
2020-03-02 09:00:00,69,0,-0.7000000000000001,0.0
2020-03-02 09:15:00,262,126,-0.7000000000000001,131.52027086668338
2020-03-02 09:30:00,289,138,-0.7000000000000001,125.94865741434772
2020-03-02 09:45:00,327,175,1.3,136.10923429777486
2020-03-02 10:00:00,367,217,1.3,138.809737914315
2020-03-02 10:15:00,377,200,1.3,99.79804811833068
2020-03-02 10:30:00,389,191,1.3,68.05551694901806
2020-03-02 10:45:00,321,76,3.0,16.13110108899476
2020-03-02 11:00:00,405,174,3.0,11.732187381618193
2020-03-02 11:15:00,339,78,3.0,6.048357355487682
2020-03-02 11:30:00,470,267,3.0,59.28361412438633
2020-03-02 11:45:00,682,893,4.2,326.33226738027497
2020-03-02 12:00:00,502,323,4.2,163.8003553855322
2020-03-02 12:15:00,517,360,4.2,232.737712980049
2020-03-02 12:30:00,359,89,4.2,69.68273752061245
2020-03-02 12:45:00,517,386,5.1000000000000005,353.5423066698542
2020-03-02 13:00:00,658,885,5.1000000000000005,924.6532374544374
2020-03-02 13:15:00,642,879,5.1000000000000005,1027.6209614950506
2020-03-02 13:30:00,623,872,5.1000000000000005,1123.3115987428105
2020-03-02 13:45:00,603,878,5.7,1230.658325522337
2020-03-02 14:00:00,577,868,5.6000000000000005,1309.7879547108273
2020-03-02 14:15:00,547,856,5.6000000000000005,1377.8823546241615
2020-03-02 14:30:00,514,842,5.6000000000000005,1434.2119250958904
2020-03-02 14:45:00,480,832,5.9,1488.9162520408652
2020-03-02 15:00:00,442,812,5.9,1516.7964324688944
2020-03-02 15:15:00,401,789,5.9,1529.2736546032108
2020-03-02 15:30:00,359,762,5.9,1524.0478124422837
2020-03-02 15:45:00,314,725,5.300000000000001,1488.5486291428888
2020-03-02 16:00:00,269,686,5.300000000000001,1438.7743248885306
2020-03-02 16:15:00,149,203,5.300000000000001,432.87271315878473
2020-03-02 16:30:00,110,138,4.9,297.8230503908376
2020-03-02 16:45:00,87,154,3.8,334.8743388709372
2020-03-02 17:00:00,49,43,3.4000000000000004,93.80104481645519
2020-03-02 17:15:00,23,0,3.2,0.0
2020-03-02 17:30:00,8,0,3.1,0.0
2020-03-02 17:45:00,0,0,2.9000000000000004,0.0
2020-03-02 18:00:00,0,0,2.8000000000000003,0.0
2020-03-02 18:15:00,0,0,2.8000000000000003,0.0
2020-03-02 18:30:00,0,0,2.8000000000000003,0.0
2020-03-02 18:45:00,0,0,2.8000000000000003,0.0
2020-03-02 19:00:00,0,0,3.1,0.0
2020-03-02 19:15:00,0,0,3.1,0.0
2020-03-02 19:30:00,0,0,3.2,0.0
2020-03-02 19:45:00,0,0,3.1,0.0
2020-03-02 20:00:00,0,0,3.1,0.0
2020-03-02 20:15:00,0,0,3.1,0.0
2020-03-02 20:30:00,0,0,3.1,0.0
2020-03-02 20:45:00,0,0,3.1,0.0
2020-03-02 21:00:00,0,0,3.1,0.0
2020-03-02 21:15:00,0,0,3.1,0.0
2020-03-02 21:30:00,0,0,3.1,0.0
2020-03-02 21:45:00,0,0,3.2,0.0
2020-03-02 22:00:00,0,0,3.2,0.0
2020-03-02 22:15:00,0,0,3.1,0.0
2020-03-02 22:30:00,0,0,3.1,0.0
2020-03-02 22:45:00,0,0,3.1,0.0
2020-03-02 23:00:00,0,0,3.0,0.0
2020-03-02 23:15:00,0,0,3.1,0.0
2020-03-02 23:30:00,0,0,3.1,0.0
2020-03-02 23:45:00,0,0,3.1,0.0
2020-03-03 00:00:00,0,0,3.1,0.0
2020-03-03 00:15:00,0,0,3.1,0.0
2020-03-03 00:30:00,0,0,3.0,0.0
2020-03-03 00:45:00,0,0,3.0,0.0
2020-03-03 01:00:00,0,0,3.0,0.0
2020-03-03 01:15:00,0,0,2.9000000000000004,0.0
2020-03-03 01:30:00,0,0,2.8000000000000003,0.0
2020-03-03 01:45:00,0,0,2.8000000000000003,0.0
2020-03-03 02:00:00,0,0,2.7,0.0
2020-03-03 02:15:00,0,0,2.6,0.0
2020-03-03 02:30:00,0,0,2.5,0.0
2020-03-03 02:45:00,0,0,2.4000000000000004,0.0
2020-03-03 03:00:00,0,0,2.3000000000000003,0.0
2020-03-03 03:15:00,0,0,2.3000000000000003,0.0
2020-03-03 03:30:00,0,0,2.3000000000000003,0.0
2020-03-03 03:45:00,0,0,2.2,0.0
2020-03-03 04:00:00,0,0,2.2,0.0
2020-03-03 04:15:00,0,0,2.3000000000000003,0.0
2020-03-03 04:30:00,0,0,2.3000000000000003,0.0
2020-03-03 04:45:00,0,0,2.3000000000000003,0.0
2020-03-03 05:00:00,0,0,2.4000000000000004,0.0
2020-03-03 05:15:00,0,0,2.4000000000000004,0.0
2020-03-03 05:30:00,0,0,2.4000000000000004,0.0
2020-03-03 05:45:00,0,0,2.4000000000000004,0.0
2020-03-03 06:00:00,0,0,2.4000000000000004,0.0
2020-03-03 06:15:00,0,0,2.4000000000000004,0.0
2020-03-03 06:30:00,0,0,2.4000000000000004,0.0
2020-03-03 06:45:00,33,160,3.0,325.45826880034133
2020-03-03 07:00:00,68,277,3.0,545.009819437906
2020-03-03 07:15:00,107,375,3.0,709.757176189543
2020-03-03 07:30:00,151,458,2.9000000000000004,828.9152186801276
2020-03-03 07:45:00,198,546,4.5,938.801823266441
2020-03-03 08:00:00,40,0,4.5,0.0
2020-03-03 08:15:00,172,124,4.5,188.14173421020996
2020-03-03 08:30:00,230,235,4.5,330.5118774845576
2020-03-03 08:45:00,259,239,5.9,308.2402127112815
2020-03-03 09:00:00,305,300,5.9,350.2785768405138
2020-03-03 09:15:00,390,514,5.9,534.8777178822949
2020-03-03 09:30:00,496,800,5.9,727.4562519510439
2020-03-03 09:45:00,442,494,6.5,382.4864322226123
2020-03-03 10:00:00,569,871,6.5,553.9800497274096
2020-03-03 10:15:00,597,882,6.5,436.76906188851774
2020-03-03 10:30:00,622,891,6.5,313.98244878305144
2020-03-03 10:45:00,644,899,6.6000000000000005,187.18088704279552
2020-03-03 11:00:00,662,905,6.6000000000000005,57.260135397350076
2020-03-03 11:15:00,676,910,6.6000000000000005,74.44132692962461
2020-03-03 11:30:00,523,379,6.6000000000000005,85.80261475601881
2020-03-03 11:45:00,539,409,7.0,151.2789810503826
2020-03-03 12:00:00,516,343,7.0,175.49200776828718
2020-03-03 12:15:00,424,164,7.0,106.77624407691306
2020-03-03 12:30:00,464,239,7.0,188.23316453054997
2020-03-03 12:45:00,422,175,7.4,161.10310551698146
2020-03-03 13:00:00,472,287,7.4,301.2102508324911
2020-03-03 13:15:00,421,204,7.4,239.45639939451988
2020-03-03 13:30:00,311,68,7.4,87.91959109184785
2020-03-03 13:45:00,344,121,7.800000000000001,170.17326081572386
2020-03-03 14:00:00,307,92,7.800000000000001,139.25912167350455
2020-03-03 14:15:00,246,43,7.800000000000001,69.41756857329928
2020-03-03 14:30:00,125,0,7.800000000000001,0.0
2020-03-03 14:45:00,219,44,8.1,78.94304929935676
2020-03-03 15:00:00,342,382,8.0,715.2996181360054
2020-03-03 15:15:00,165,21,8.0,40.79684841070998
2020-03-03 15:30:00,115,0,8.0,0.0
2020-03-03 15:45:00,107,0,7.9,0.0
2020-03-03 16:00:00,24,0,7.9,0.0
2020-03-03 16:15:00,64,0,7.9,0.0
2020-03-03 16:30:00,9,0,7.9,0.0
2020-03-03 16:45:00,43,0,7.4,0.0
2020-03-03 17:00:00,23,0,7.4,0.0
2020-03-03 17:15:00,3,0,7.4,0.0
2020-03-03 17:30:00,4,0,7.300000000000001,0.0
2020-03-03 17:45:00,0,0,6.6000000000000005,0.0
2020-03-03 18:00:00,0,0,6.6000000000000005,0.0
2020-03-03 18:15:00,0,0,6.6000000000000005,0.0
2020-03-03 18:30:00,0,0,6.6000000000000005,0.0
2020-03-03 18:45:00,0,0,6.6000000000000005,0.0
2020-03-03 19:00:00,0,0,6.1000000000000005,0.0
2020-03-03 19:15:00,0,0,6.1000000000000005,0.0
2020-03-03 19:30:00,0,0,6.1000000000000005,0.0
2020-03-03 19:45:00,0,0,6.0,0.0
2020-03-03 20:00:00,0,0,6.0,0.0
2020-03-03 20:15:00,0,0,6.0,0.0
2020-03-03 20:30:00,0,0,6.0,0.0
2020-03-03 20:45:00,0,0,6.2,0.0
2020-03-03 21:00:00,0,0,6.2,0.0
2020-03-03 21:15:00,0,0,6.2,0.0
2020-03-03 21:30:00,0,0,6.1000000000000005,0.0
2020-03-03 21:45:00,0,0,6.4,0.0
2020-03-03 22:00:00,0,0,6.4,0.0
2020-03-03 22:15:00,0,0,6.4,0.0
2020-03-03 22:30:00,0,0,6.4,0.0
2020-03-03 22:45:00,0,0,6.2,0.0
2020-03-03 23:00:00,0,0,6.2,0.0
2020-03-03 23:15:00,0,0,6.2,0.0
2020-03-03 23:30:00,0,0,6.2,0.0
2020-03-03 23:45:00,0,0,5.2,0.0
2020-03-04 00:00:00,0,0,5.2,0.0
2020-03-04 00:15:00,0,0,5.2,0.0
2020-03-04 00:30:00,0,0,5.2,0.0
2020-03-04 00:45:00,0,0,3.8,0.0
2020-03-04 01:00:00,0,0,3.8,0.0
2020-03-04 01:15:00,0,0,3.8,0.0
2020-03-04 01:30:00,0,0,3.8,0.0
2020-03-04 01:45:00,0,0,2.4000000000000004,0.0
2020-03-04 02:00:00,0,0,2.4000000000000004,0.0
2020-03-04 02:15:00,0,0,2.4000000000000004,0.0
2020-03-04 02:30:00,0,0,2.4000000000000004,0.0
2020-03-04 02:45:00,0,0,1.5,0.0
2020-03-04 03:00:00,0,0,1.5,0.0
2020-03-04 03:15:00,0,0,1.5,0.0
2020-03-04 03:30:00,0,0,1.5,0.0
2020-03-04 03:45:00,0,0,0.9,0.0
2020-03-04 04:00:00,0,0,0.9,0.0
2020-03-04 04:15:00,0,0,0.9,0.0
2020-03-04 04:30:00,0,0,0.9,0.0
2020-03-04 04:45:00,0,0,0.5,0.0
2020-03-04 05:00:00,0,0,0.5,0.0
2020-03-04 05:15:00,0,0,0.5,0.0
2020-03-04 05:30:00,0,0,0.5,0.0
2020-03-04 05:45:00,0,0,0.1,0.0
2020-03-04 06:00:00,0,0,0.1,0.0
2020-03-04 06:15:00,0,0,0.1,0.0
2020-03-04 06:30:00,3,0,0.1,0.0
2020-03-04 06:45:00,19,0,0.2,0.0
2020-03-04 07:00:00,40,19,0.2,37.34974596666026
2020-03-04 07:15:00,16,0,0.2,0.0
2020-03-04 07:30:00,18,0,0.2,0.0
2020-03-04 07:45:00,59,0,0.3,0.0
2020-03-04 08:00:00,68,0,0.3,0.0
2020-03-04 08:15:00,32,0,0.3,0.0
2020-03-04 08:30:00,25,0,0.3,0.0
2020-03-04 08:45:00,34,0,0.3,0.0
2020-03-04 09:00:00,25,0,0.3,0.0
2020-03-04 09:15:00,483,833,0.3,864.0762944670275
2020-03-04 09:30:00,239,54,0.3,48.916161373542295
2020-03-04 09:45:00,264,64,0.3,49.32165484932975
2020-03-04 10:00:00,373,212,0.3,134.04198143181569
2020-03-04 10:15:00,374,177,0.3,86.96281514845954
2020-03-04 10:30:00,121,0,0.3,0.0
2020-03-04 10:45:00,497,385,-0.1,78.57068877376125
2020-03-04 11:00:00,688,942,0.0,55.608492726424736
2020-03-04 11:15:00,514,365,0.0,31.44138340568265
2020-03-04 11:30:00,529,383,0.0,88.40327885662367
2020-03-04 11:45:00,721,957,-0.5,358.2812020663881
2020-03-04 12:00:00,723,957,-0.5,494.01350767490277
2020-03-04 12:15:00,722,957,-0.5,627.5083267854052
2020-03-04 12:30:00,538,401,-0.5,317.6966920006316
2020-03-04 12:45:00,708,952,-1.0,880.8838011292406
2020-03-04 13:00:00,696,948,-1.0,999.4240755656773
2020-03-04 13:15:00,489,346,-1.0,407.7778834604633
2020-03-04 13:30:00,659,936,-1.0,1214.6262259613527
2020-03-04 13:45:00,446,318,-1.2000000000000002,448.7364333897003
2020-03-04 14:00:00,609,928,-1.2000000000000002,1409.0683439034738
2020-03-04 14:15:00,579,917,-1.2000000000000002,1484.6535259690104
2020-03-04 14:30:00,454,598,-1.2000000000000002,1024.1418140358621
2020-03-04 14:45:00,411,523,-1.0,940.7342301474183
2020-03-04 15:00:00,311,265,-1.0,497.4077040761768
2020-03-04 15:15:00,290,285,-1.0,554.9308775187865
2020-03-04 15:30:00,384,828,-1.0,1663.2645786574265
2020-03-04 15:45:00,335,782,-0.3,1612.2410629569133
2020-03-04 16:00:00,289,746,-0.3,1570.8120854604292
2020-03-04 16:15:00,241,702,-0.3,1502.6000777264555
2020-03-04 16:30:00,193,647,-0.3,1401.3821616143236
2020-03-04 16:45:00,143,541,-0.1,1180.503679133589
2020-03-04 17:00:00,99,452,-0.1,989.2969244147953
2020-03-04 17:15:00,58,336,-0.1,734.4421682459682
2020-03-04 17:30:00,25,186,-0.1,404.2670248063221
2020-03-04 17:45:00,0,0,0.2,0.0
2020-03-04 18:00:00,0,0,0.2,0.0
2020-03-04 18:15:00,0,0,0.2,0.0
2020-03-04 18:30:00,0,0,0.2,0.0
2020-03-04 18:45:00,0,0,0.2,0.0
2020-03-04 19:00:00,0,0,0.6000000000000001,0.0
2020-03-04 19:15:00,0,0,0.6000000000000001,0.0
2020-03-04 19:30:00,0,0,0.6000000000000001,0.0
2020-03-04 19:45:00,0,0,1.0,0.0
2020-03-04 20:00:00,0,0,1.0,0.0
2020-03-04 20:15:00,0,0,1.0,0.0
2020-03-04 20:30:00,0,0,1.0,0.0
2020-03-04 20:45:00,0,0,1.0,0.0
2020-03-04 21:00:00,0,0,1.0,0.0
2020-03-04 21:15:00,0,0,1.0,0.0
2020-03-04 21:30:00,0,0,1.0,0.0
2020-03-04 21:45:00,0,0,0.6000000000000001,0.0
2020-03-04 22:00:00,0,0,0.6000000000000001,0.0
2020-03-04 22:15:00,0,0,0.6000000000000001,0.0
2020-03-04 22:30:00,0,0,0.5,0.0
2020-03-04 22:45:00,0,0,0.1,0.0
2020-03-04 23:00:00,0,0,0.2,0.0
2020-03-04 23:15:00,0,0,0.2,0.0
2020-03-04 23:30:00,0,0,0.2,0.0
2020-03-04 23:45:00,0,0,-0.3,0.0
2020-03-05 00:00:00,0,0,-0.3,0.0
2020-03-05 00:15:00,0,0,-0.3,0.0
2020-03-05 00:30:00,0,0,-0.3,0.0
2020-03-05 00:45:00,0,0,-1.0,0.0
2020-03-05 01:00:00,0,0,-1.0,0.0
2020-03-05 01:15:00,0,0,-1.0,0.0
2020-03-05 01:30:00,0,0,-0.9,0.0
2020-03-05 01:45:00,0,0,-1.8,0.0
2020-03-05 02:00:00,0,0,-1.8,0.0
2020-03-05 02:15:00,0,0,-1.8,0.0
2020-03-05 02:30:00,0,0,-1.8,0.0
2020-03-05 02:45:00,0,0,-2.5,0.0
2020-03-05 03:00:00,0,0,-2.5,0.0
2020-03-05 03:15:00,0,0,-2.5,0.0
2020-03-05 03:30:00,0,0,-2.5,0.0
2020-03-05 03:45:00,0,0,-2.9000000000000004,0.0
2020-03-05 04:00:00,0,0,-2.9000000000000004,0.0
2020-03-05 04:15:00,0,0,-2.9000000000000004,0.0
2020-03-05 04:30:00,0,0,-2.9000000000000004,0.0
2020-03-05 04:45:00,0,0,-3.1,0.0
2020-03-05 05:00:00,0,0,-3.1,0.0
2020-03-05 05:15:00,0,0,-3.1,0.0
2020-03-05 05:30:00,0,0,-3.1,0.0
2020-03-05 05:45:00,0,0,-3.0,0.0
2020-03-05 06:00:00,0,0,-3.0,0.0
2020-03-05 06:15:00,0,0,-3.0,0.0
2020-03-05 06:30:00,6,0,-3.0,0.0
2020-03-05 06:45:00,16,0,-2.4000000000000004,0.0
2020-03-05 07:00:00,3,0,-2.3000000000000003,0.0
2020-03-05 07:15:00,68,57,-2.3000000000000003,107.65398888689494
2020-03-05 07:30:00,73,5,-2.3000000000000003,9.02742429886377
2020-03-05 07:45:00,233,726,-2.1,1244.8651579587056
2020-03-05 08:00:00,282,772,-2.1,1248.0703751143315
2020-03-05 08:15:00,330,810,-2.0,1224.5968780073788
2020-03-05 08:30:00,377,841,-2.0,1177.9623456243642
2020-03-05 08:45:00,423,875,-2.5,1123.1582959309355
2020-03-05 09:00:00,466,896,-2.5,1040.4098082201492
2020-03-05 09:15:00,507,914,-2.5,944.9658279020023
2020-03-05 09:30:00,545,930,-2.5,839.118490545543
2020-03-05 09:45:00,581,946,-3.0,725.5163965364573
2020-03-05 10:00:00,613,957,-3.0,601.3952314105721
2020-03-05 10:15:00,642,966,-3.0,470.7614277718763
2020-03-05 10:30:00,667,974,-3.0,335.32420103164986
2020-03-05 10:45:00,690,983,-2.9000000000000004,196.46620776128879
2020-03-05 11:00:00,708,988,-2.9000000000000004,54.058173741710206
2020-03-05 11:15:00,723,992,-2.9000000000000004,89.82601068155418
2020-03-05 11:30:00,733,995,-2.9000000000000004,234.13288498886055
2020-03-05 11:45:00,740,998,-2.7,378.18440328850744
2020-03-05 12:00:00,743,998,-2.7,519.7921061204066
2020-03-05 12:15:00,519,334,-2.7,220.56562614156016
2020-03-05 12:30:00,737,997,-2.7,794.5807151307195
2020-03-05 12:45:00,728,996,-2.5,926.315038226698
2020-03-05 13:00:00,715,992,-2.5,1050.5248086925594
2020-03-05 13:15:00,698,988,-2.5,1169.1043627986721
2020-03-05 13:30:00,678,982,-2.5,1278.9807195935534
2020-03-05 13:45:00,654,975,-2.2,1380.4513397845042
2020-03-05 14:00:00,626,966,-2.2,1471.3026410638022
2020-03-05 14:15:00,595,956,-2.2,1552.2430629660953
2020-03-05 14:30:00,561,944,-2.2,1621.0456075086313
2020-03-05 14:45:00,524,928,-1.7000000000000002,1673.4246248117092
2020-03-05 15:00:00,484,912,-1.7000000000000002,1715.8973915220076
2020-03-05 15:15:00,442,892,-1.7000000000000002,1740.7341552077212
2020-03-05 15:30:00,398,869,-1.7000000000000002,1749.3378487134619
2020-03-05 15:45:00,352,840,0.4,1735.3195971907876
2020-03-05 16:00:00,304,806,0.4,1700.4168962080778
2020-03-05 16:15:00,256,766,0.4,1642.59837727833
2020-03-05 16:30:00,207,715,0.5,1551.3825431577416
2020-03-05 16:45:00,158,647,-1.7000000000000002,1414.169949306118
2020-03-05 17:00:00,111,564,-1.7000000000000002,1236.4124825892316
2020-03-05 17:15:00,67,455,-1.7000000000000002,996.0850335601876
2020-03-05 17:30:00,31,303,-1.7000000000000002,659.5335812229586
2020-03-05 17:45:00,0,0,-3.1,0.0
2020-03-05 18:00:00,0,0,-3.1,0.0
2020-03-05 18:15:00,0,0,-3.1,0.0
